Event_ID,Invitation_QR_ID,Event_Type,Total_Guests,Estimated_Food_Portions,Transport_Mode,Parking_Required,Estimated_Parking_Vehicles,Room_Required,Room_Type,Rooms_Required_Count,Stay_Duration_Days,RSVP_Status,Distance_km,Eco_Plate_Option,Food_Waste_Estimate_kg,Coming_From,Vehicle_Type,Arrival_Time_Slot,Parking_Zone,Checkin_Status
EVVYBJEN,QRBW1UNQ,Birthday,1030,1012,Car,0,420,0,,78,2,Maybe,174,0,19.69,Coimbatore,Bike,Afternoon,A,Not Checked-In
EV70RB6E,QRBLVGUO,Wedding,1171,1175,Bus,0,457,0,Double,50,2,Maybe,293,0,22.26,Chennai,Bike,Evening,C,Not Checked-In
EV2ZU82Z,QRL6979E,Wedding,545,571,Bike,0,263,0,Single,34,1,Maybe,116,1,51.62,Coimbatore,None,Evening,A,Not Checked-In
EV0DE21L,QRWZI2G6,Baby Shower,1118,1132,Car,1,502,1,Double,143,3,Attending,250,0,33.1,Trichy,None,Evening,B,Not Checked-In
EVW3BCHH,QR2V6UOF,Baby Shower,1111,1115,Car,0,391,1,,55,1,Attending,272,0,77.49,Erode,Car,Evening,A,Not Checked-In
EV6D230A,QRWOJTTQ,Wedding,522,584,Car,0,204,1,Double,122,1,Not Attending,230,1,20.06,Salem,None,Evening,A,Not Checked-In
EV6FK1V7,QREX0HGX,Wedding,1017,1096,Car,0,330,1,Double,16,3,Maybe,102,0,58.46,Tirunelveli,None,Afternoon,A,Not Checked-In
EVCJKWT2,QR3BNX5R,Wedding,933,951,Walk,1,362,1,Single,96,1,Not Attending,54,1,43.58,Bangalore,Car,Morning,A,Not Checked-In
EVDOCYGO,QRLKDRLM,Engagement,782,855,Bus,0,275,1,Single,46,2,Not Attending,287,1,16.19,Pondicherry,Bike,Afternoon,C,Not Checked-In
EVAY94QL,QRGBGVVQ,Engagement,668,712,Bike,1,174,1,Double,26,0,Attending,100,1,78.35,Chennai,Car,Evening,C,Not Checked-In
EV53UQQI,QRXB1U74,Birthday,772,762,Bike,1,208,0,Double,97,3,Attending,61,1,33.54,Erode,Car,Evening,A,Not Checked-In
EV16XRQH,QRJPX9PN,Anniversary,915,877,Car,1,296,0,Single,46,3,Not Attending,290,1,49.66,Bangalore,Car,Afternoon,A,Not Checked-In
EVUKW3LD,QR63146C,Baby Shower,578,661,Bike,1,167,1,Double,149,1,Not Attending,38,0,23.5,Salem,None,Evening,D,Not Checked-In
EV71HHSA,QRLHKTAF,Birthday,698,731,Bike,0,257,0,Single,83,3,Not Attending,145,1,38.35,Trichy,Car,Afternoon,B,Not Checked-In
EVTALD6T,QR6KVPNH,Baby Shower,582,539,Bike,1,287,0,Family,131,2,Not Attending,284,1,32.59,Trichy,None,Evening,B,Not Checked-In
EVI5CXQ8,QR3JY7GG,Baby Shower,1052,1094,Cab,1,276,0,Double,114,2,Not Attending,51,0,6.56,Chennai,Car,Evening,A,Not Checked-In
EVQA0PDB,QR9QXY62,Wedding,1178,1162,Bus,0,440,1,Double,45,1,Attending,274,0,37.41,Trichy,Car,Afternoon,A,Not Checked-In
EV3DXH3W,QR1TNAWM,Baby Shower,895,885,Bus,1,283,0,Single,61,1,Attending,280,1,39.36,Chennai,Bike,Morning,D,Not Checked-In
EVHLA9YI,QR3WD6QE,Baby Shower,448,535,Walk,0,188,1,,51,3,Attending,178,0,8.49,Chennai,Car,Evening,C,Not Checked-In
EVUH4M2C,QR09JJHL,Engagement,1159,1147,Bike,1,455,0,Family,114,0,Maybe,296,1,37.33,Coimbatore,Bike,Morning,B,Not Checked-In
EVGWHR7U,QRAZGQW6,Engagement,523,556,Car,1,150,1,Double,17,1,Maybe,109,1,20.4,Coimbatore,None,Afternoon,C,Not Checked-In
EVYW0MYG,QRG3DAR2,Birthday,635,638,Car,0,235,1,Single,53,2,Maybe,175,0,20.93,Erode,Car,Evening,C,Not Checked-In
EVT2P5P1,QR0683W9,Housewarming,1002,1027,Walk,1,481,1,Double,92,3,Maybe,7,1,12.76,Trichy,Car,Evening,A,Not Checked-In
EV02AAYT,QRATFL1C,Baby Shower,708,690,Bike,0,296,1,Double,143,0,Attending,292,0,25.71,Tirunelveli,None,Morning,D,Not Checked-In
EVQTHVFI,QR9CCVPH,Anniversary,500,498,Walk,0,226,1,Double,130,3,Maybe,159,1,57.37,Chennai,None,Morning,B,Not Checked-In
EVRNBKL8,QRSSYYU7,Wedding,848,944,Bike,1,335,1,Single,87,3,Attending,185,0,20.99,Hyderabad,Bike,Afternoon,B,Not Checked-In
EV6QIAU3,QRE9VEQ0,Anniversary,512,488,Bus,1,231,1,,60,2,Not Attending,224,1,59.72,Trichy,None,Morning,C,Not Checked-In
EVUN0LZP,QRXO5S4D,Engagement,485,464,Bus,0,185,0,Family,74,1,Attending,298,1,77.49,Bangalore,None,Evening,C,Not Checked-In
EV0PP29C,QRFNB2GS,Anniversary,637,708,Bus,1,203,1,Double,42,3,Maybe,113,1,77.4,Chennai,None,Afternoon,A,Not Checked-In
EVJAL0W5,QRT7228B,Baby Shower,617,662,Walk,1,294,1,Single,107,3,Attending,142,1,45.4,Coimbatore,None,Afternoon,C,Not Checked-In
EVKG9M5O,QR7O72AV,Housewarming,575,542,Cab,0,193,1,Double,70,1,Maybe,145,0,32.68,Hyderabad,Bike,Morning,B,Not Checked-In
EV94XPOW,QRIATGFJ,Baby Shower,1059,1151,Car,1,373,1,Single,139,0,Maybe,79,0,52.27,Bangalore,None,Morning,B,Not Checked-In
EV3BUXJO,QRQYQI79,Anniversary,1008,1102,Walk,0,396,1,Family,15,3,Maybe,257,0,50.27,Erode,Bike,Evening,A,Not Checked-In
EV8YRCQX,QR7M9185,Anniversary,384,343,Car,1,142,0,,75,0,Attending,208,1,41.96,Tirunelveli,Bike,Morning,B,Not Checked-In
EVQZNXR2,QRWBUZFN,Birthday,834,904,Walk,0,337,1,,5,1,Attending,95,1,61.06,Madurai,Bike,Afternoon,A,Not Checked-In
EVYYAC52,QRFGUCYK,Birthday,784,797,Cab,0,218,0,Double,69,0,Not Attending,261,1,33.45,Coimbatore,Car,Afternoon,D,Not Checked-In
EVFY9AYH,QRQZ8CXZ,Birthday,719,794,Bus,0,222,0,,20,1,Not Attending,55,0,64.55,Bangalore,Car,Morning,B,Not Checked-In
EVNX6V0T,QRGN9DYO,Anniversary,872,934,Walk,0,270,1,,60,2,Maybe,299,0,29.78,Trichy,None,Afternoon,A,Not Checked-In
EVH9S6JP,QRQFSOPH,Baby Shower,641,623,Cab,0,211,1,,65,3,Not Attending,208,1,24.06,Coimbatore,Bike,Morning,B,Not Checked-In
EVRFW2EP,QROMY252,Wedding,433,480,Walk,0,149,0,Family,85,3,Not Attending,256,1,66.04,Pondicherry,Car,Afternoon,C,Not Checked-In
EVK1LR20,QRJHPVSV,Birthday,792,887,Bike,1,215,1,Family,148,3,Not Attending,288,0,64.88,Hyderabad,None,Afternoon,C,Not Checked-In
EVJIDB9V,QRSF8SBO,Baby Shower,500,455,Cab,1,248,1,,57,2,Attending,176,0,71.47,Tirunelveli,Bike,Evening,C,Not Checked-In
EVTBFTIH,QRICA9K9,Engagement,383,377,Bus,1,110,0,Family,102,0,Attending,104,0,8.57,Salem,Bike,Morning,B,Not Checked-In
EVZXUW21,QR5IH89E,Housewarming,849,880,Walk,0,301,1,,42,2,Maybe,85,1,78.15,Tirunelveli,None,Evening,B,Not Checked-In
EV86I2KM,QRHT5LY2,Housewarming,624,692,Cab,0,286,1,,55,2,Attending,294,0,21.36,Madurai,None,Afternoon,C,Not Checked-In
EVIJ5EQ2,QRE29I65,Anniversary,1076,1034,Bike,1,520,1,Double,69,2,Attending,87,1,7.09,Trichy,Bike,Evening,D,Not Checked-In
EVPRJ6Z3,QRUI8SUZ,Birthday,593,668,Car,0,184,0,Double,88,2,Maybe,171,1,52.34,Chennai,Car,Morning,C,Not Checked-In
EV8X6IL8,QRVG36IN,Birthday,1103,1054,Car,0,453,0,,16,3,Not Attending,119,0,30.68,Salem,Bike,Evening,C,Not Checked-In
EVA6TY7L,QRN1I3DA,Engagement,772,855,Car,0,225,0,Single,122,1,Not Attending,228,0,10.87,Chennai,Car,Evening,D,Not Checked-In
EVTYDDFK,QRPKA021,Engagement,790,769,Car,1,347,1,Double,111,2,Attending,221,0,76.13,Tirunelveli,Car,Evening,B,Not Checked-In
EV45JWR6,QRX42PX5,Baby Shower,1090,1153,Walk,1,388,0,,4,1,Attending,134,1,12.27,Bangalore,Car,Afternoon,A,Not Checked-In
EV3GAGSS,QRKR0UKS,Baby Shower,967,1011,Bike,1,325,1,,0,2,Attending,47,0,7.85,Tirunelveli,Bike,Evening,A,Not Checked-In
EVTO6N02,QRQL9EC8,Baby Shower,978,1051,Bike,1,397,0,Family,102,0,Attending,183,1,74.07,Madurai,Bike,Afternoon,D,Not Checked-In
EVOX41PM,QRENTU1I,Housewarming,1145,1191,Walk,1,424,1,Single,64,1,Maybe,275,0,63.78,Hyderabad,Bike,Afternoon,A,Not Checked-In
EV0SFR27,QRCAJ8SV,Baby Shower,877,918,Walk,1,238,1,Double,106,2,Not Attending,261,0,38.07,Bangalore,Car,Morning,B,Not Checked-In
EVDI0G4R,QRKRO5XJ,Birthday,344,319,Car,0,143,0,Single,28,1,Maybe,264,1,7.61,Salem,None,Evening,C,Not Checked-In
EV7O5B0V,QR6J8SSQ,Housewarming,737,768,Bike,1,185,1,Family,115,0,Maybe,94,1,34.23,Bangalore,None,Afternoon,A,Not Checked-In
EV5ATNAP,QRQY7D6V,Anniversary,1067,1102,Cab,0,475,0,,18,0,Not Attending,239,1,54.92,Coimbatore,None,Morning,A,Not Checked-In
EVKZ258G,QR9GNL7T,Engagement,1185,1195,Cab,1,472,1,,31,0,Maybe,246,0,54.19,Pondicherry,Bike,Evening,A,Not Checked-In
EV7J12OO,QR1DXEME,Baby Shower,809,875,Cab,1,304,0,Family,20,0,Not Attending,217,1,16.7,Salem,Bike,Afternoon,A,Not Checked-In
EVNO2IYS,QR4E39UD,Anniversary,926,1014,Bus,0,382,1,,123,1,Attending,100,1,7.77,Pondicherry,Car,Afternoon,A,Not Checked-In
EVOL72M2,QR4RIJIH,Baby Shower,912,1008,Cab,1,308,1,Double,72,0,Not Attending,87,0,36.06,Erode,Car,Afternoon,B,Not Checked-In
EVDLIIEB,QR3QUDAC,Engagement,876,880,Bus,0,328,1,,16,2,Attending,105,1,12.17,Erode,Bike,Evening,D,Not Checked-In
EVMXAMIH,QR9SWIMU,Baby Shower,1121,1073,Walk,1,500,0,Family,70,0,Not Attending,224,0,24.16,Salem,None,Afternoon,B,Not Checked-In
EVUHA3KT,QRPQ2F0B,Wedding,1079,1177,Bike,0,533,1,Double,39,1,Attending,271,1,45.42,Erode,None,Afternoon,A,Not Checked-In
EV4HCLP8,QRJ8SPA3,Engagement,427,412,Bike,0,150,0,,93,0,Not Attending,151,1,37.32,Pondicherry,Bike,Evening,C,Not Checked-In
EVV3DH4N,QRK51U6L,Birthday,1071,1109,Cab,1,320,1,Double,87,0,Maybe,209,1,30.08,Chennai,None,Evening,B,Not Checked-In
EVOGR98I,QRC0N39N,Wedding,1186,1136,Walk,0,321,0,Double,59,0,Attending,25,0,38.51,Madurai,Bike,Evening,C,Not Checked-In
EVO3OEZH,QRNMUHJP,Wedding,544,518,Bike,1,158,1,Family,147,1,Not Attending,251,0,30.09,Trichy,Bike,Evening,C,Not Checked-In
EV6V7PZM,QRXS7LAI,Anniversary,1120,1212,Bus,1,496,1,Family,130,1,Attending,192,0,45.0,Hyderabad,Bike,Afternoon,A,Not Checked-In
EV56YMMA,QRKTE30J,Housewarming,502,457,Bike,1,205,0,Double,72,1,Not Attending,108,0,29.27,Tirunelveli,None,Afternoon,D,Not Checked-In
EVLITJ3J,QRF209PT,Housewarming,332,327,Bike,0,114,1,Single,107,3,Maybe,90,1,78.83,Trichy,Bike,Morning,A,Not Checked-In
EV7O5OG4,QRANRXPK,Wedding,955,970,Walk,1,282,1,Single,115,2,Not Attending,132,0,12.24,Chennai,Car,Evening,B,Not Checked-In
EVEPDWVQ,QR154M85,Wedding,459,425,Cab,0,132,0,Single,79,0,Maybe,240,0,56.06,Bangalore,None,Evening,A,Not Checked-In
EVRTW2FG,QRDKNXVO,Housewarming,892,892,Bus,0,380,0,Family,124,1,Maybe,275,0,56.73,Madurai,Car,Morning,C,Not Checked-In
EVTOK5XA,QR1JOPMC,Housewarming,554,570,Bike,1,269,1,Double,48,0,Attending,65,0,38.29,Bangalore,Bike,Morning,B,Not Checked-In
EVIJ0VR6,QRHKQZO4,Baby Shower,1161,1186,Bike,1,488,1,Double,143,3,Maybe,23,0,35.37,Tirunelveli,Bike,Morning,B,Not Checked-In
EVON15QD,QRSD5KQ8,Birthday,850,850,Bike,0,389,1,Single,106,1,Attending,239,1,76.34,Bangalore,Car,Afternoon,B,Not Checked-In
EV2YHTHN,QR0I3Q7C,Baby Shower,820,806,Walk,0,364,0,Family,77,3,Not Attending,104,0,49.6,Salem,Bike,Morning,D,Not Checked-In
EV7B4XYG,QRQOU175,Birthday,1029,1046,Bike,1,494,1,Single,23,0,Maybe,254,1,36.4,Chennai,Car,Morning,D,Not Checked-In
EV53JJAS,QRY5OT1N,Housewarming,499,596,Car,1,132,0,Double,79,0,Attending,84,1,7.09,Erode,Car,Afternoon,B,Not Checked-In
EV3QI9R6,QRQ33J1L,Housewarming,653,674,Walk,1,191,1,,47,2,Maybe,106,0,53.76,Salem,None,Evening,B,Not Checked-In
EVCHVMR6,QRYG10C6,Birthday,385,394,Bike,0,128,0,Double,56,0,Attending,47,0,45.2,Bangalore,None,Afternoon,D,Not Checked-In
EVHNXHM3,QRURQ29V,Birthday,643,691,Bike,1,315,1,Single,109,3,Not Attending,272,0,5.39,Madurai,None,Afternoon,C,Not Checked-In
EVFC463R,QRN9W668,Anniversary,688,665,Bike,1,243,1,Family,73,1,Not Attending,160,1,7.54,Erode,None,Morning,D,Not Checked-In
EV5ILWYS,QRYH9EQW,Engagement,360,397,Bike,1,152,0,Double,74,2,Attending,98,0,30.24,Pondicherry,Bike,Evening,C,Not Checked-In
EV9DPAX9,QR1V9HTT,Anniversary,927,1014,Bike,1,325,1,Double,54,1,Not Attending,262,1,44.28,Tirunelveli,None,Afternoon,B,Not Checked-In
EV8S21Y3,QRCOCZ6R,Wedding,1143,1209,Bus,1,424,0,Single,139,2,Not Attending,295,1,24.92,Salem,Car,Afternoon,C,Not Checked-In
EVKYEY90,QRQ9N9D9,Engagement,349,367,Car,1,148,1,,79,2,Maybe,33,0,24.75,Tirunelveli,Bike,Afternoon,C,Not Checked-In
EVUZOK2I,QR505TDF,Baby Shower,424,398,Bike,0,197,0,Double,105,0,Maybe,115,0,51.22,Erode,Bike,Afternoon,D,Not Checked-In
EVKK3SIY,QRCAWANG,Birthday,1089,1090,Bike,1,392,1,,99,2,Maybe,34,0,15.91,Salem,Bike,Afternoon,D,Not Checked-In
EVOFKI3P,QRQ1W882,Housewarming,422,376,Cab,1,151,0,Double,123,2,Attending,55,0,53.04,Pondicherry,None,Afternoon,B,Not Checked-In
EVUEBTFV,QR5K23N5,Engagement,966,969,Cab,0,401,0,Single,76,2,Not Attending,69,0,38.5,Trichy,None,Afternoon,A,Not Checked-In
EV0ROCYO,QR2X2K3H,Wedding,861,940,Bus,1,231,1,Family,50,1,Maybe,34,0,75.51,Tirunelveli,None,Evening,C,Not Checked-In
EVDK0BYR,QRZS75AQ,Anniversary,1146,1150,Bike,0,354,1,,72,2,Maybe,189,1,26.46,Coimbatore,Car,Morning,A,Not Checked-In
EVRYG72I,QRWXXX1G,Housewarming,345,436,Cab,1,94,1,Single,114,0,Not Attending,199,0,14.57,Trichy,Bike,Evening,C,Not Checked-In
EVTUJWJ7,QR7NNY5B,Engagement,1132,1143,Bus,0,337,0,Single,20,1,Not Attending,152,0,59.59,Chennai,Car,Afternoon,B,Not Checked-In
EV0O49KJ,QROSCH87,Engagement,1003,989,Walk,0,334,0,Double,85,3,Not Attending,289,1,64.5,Pondicherry,Car,Afternoon,C,Not Checked-In
EVI92VT7,QR3054K1,Engagement,950,940,Bus,1,405,0,,23,2,Attending,69,0,78.89,Hyderabad,Car,Afternoon,C,Not Checked-In
EVL3EQ70,QRN9UHMI,Baby Shower,940,906,Car,1,441,0,Double,51,0,Maybe,176,0,75.34,Pondicherry,None,Afternoon,D,Not Checked-In
EVLHZ8WG,QRCG5M76,Engagement,1013,1030,Bike,0,454,0,Family,76,3,Not Attending,40,0,19.9,Madurai,Car,Morning,A,Not Checked-In
EV1OO7JD,QRF5XKW1,Baby Shower,1143,1227,Cab,0,474,1,Double,43,0,Maybe,114,0,75.38,Bangalore,Bike,Morning,C,Not Checked-In
EVHZJZTX,QRDOS35D,Birthday,914,918,Bike,0,330,0,Family,112,0,Maybe,175,1,67.48,Coimbatore,Bike,Morning,B,Not Checked-In
EVHVKY9G,QR2S297P,Anniversary,922,958,Bike,1,427,1,Family,21,0,Not Attending,84,1,60.08,Salem,Car,Afternoon,C,Not Checked-In
EVJAOXGR,QRPI024N,Wedding,571,596,Bus,0,228,0,,119,1,Attending,298,0,44.92,Tirunelveli,Bike,Morning,C,Not Checked-In
EVUAP8TI,QRBVLFHU,Engagement,728,815,Car,1,345,1,,3,2,Not Attending,236,0,29.15,Hyderabad,Bike,Evening,A,Not Checked-In
EV1UH4I0,QR5MLX5Z,Anniversary,740,753,Bus,0,221,1,Family,67,1,Attending,68,0,52.0,Bangalore,Car,Morning,D,Not Checked-In
EVV0AHC3,QRUQ4K7E,Housewarming,417,440,Bus,0,188,1,Single,102,0,Attending,17,1,44.21,Bangalore,Car,Morning,B,Not Checked-In
EVZLL5CW,QRF1AXC8,Baby Shower,1090,1074,Car,0,401,0,Family,81,0,Maybe,119,0,32.67,Tirunelveli,Car,Morning,D,Not Checked-In
EVW6NLFA,QRAWJ7RQ,Baby Shower,919,952,Walk,0,373,1,Family,8,3,Maybe,274,1,57.06,Bangalore,Car,Afternoon,D,Not Checked-In
EVJUFUA0,QR9PJD0E,Wedding,1107,1121,Bike,1,287,0,Family,139,2,Attending,247,0,28.4,Salem,Bike,Afternoon,C,Not Checked-In
EVIRYN9X,QR83DHKC,Baby Shower,703,791,Bus,1,184,1,Family,19,3,Maybe,104,1,15.83,Tirunelveli,Bike,Evening,B,Not Checked-In
EVOXP9EQ,QRYCK81G,Housewarming,918,1008,Walk,0,275,1,Single,145,1,Maybe,93,0,10.16,Madurai,None,Afternoon,C,Not Checked-In
EVZLA8B9,QR5OMX02,Baby Shower,1051,1112,Bus,0,490,1,,33,2,Not Attending,113,0,68.67,Bangalore,Bike,Evening,B,Not Checked-In
EVVFHACU,QR1LS579,Wedding,675,638,Car,1,197,0,,15,3,Attending,209,0,33.53,Chennai,None,Evening,C,Not Checked-In
EVZV7ONB,QRBT9ELV,Engagement,480,556,Car,1,182,1,Single,114,1,Maybe,199,0,67.67,Chennai,Bike,Afternoon,A,Not Checked-In
EV2L0PQM,QR4LR491,Birthday,1178,1160,Bus,1,304,0,Single,89,1,Attending,240,1,40.81,Salem,None,Morning,C,Not Checked-In
EV3LY3U2,QR264V0U,Wedding,427,487,Bike,0,122,0,,16,3,Not Attending,43,1,62.21,Erode,Bike,Evening,C,Not Checked-In
EVQMWMVI,QRF3HY12,Baby Shower,1025,1048,Car,1,388,1,Single,143,0,Attending,270,0,40.55,Coimbatore,Car,Morning,B,Not Checked-In
EVMJU934,QRWMQI0E,Housewarming,770,739,Bike,0,244,1,Single,84,1,Maybe,15,0,8.23,Hyderabad,None,Morning,D,Not Checked-In
EVQBVUUJ,QR924CLN,Anniversary,758,819,Walk,0,304,0,,23,0,Attending,19,1,11.8,Trichy,None,Evening,C,Not Checked-In
EV67SDDJ,QRGW0RZ0,Baby Shower,1059,1058,Car,1,285,0,Family,64,2,Maybe,174,1,19.64,Madurai,None,Afternoon,B,Not Checked-In
EVC5OCMS,QRMICKOQ,Wedding,823,835,Walk,1,211,0,Double,77,0,Attending,27,0,19.89,Erode,Car,Morning,B,Not Checked-In
EVNJF8NW,QRR9G3ZG,Engagement,371,444,Bike,1,184,1,Single,111,0,Attending,49,0,31.24,Erode,Car,Afternoon,A,Not Checked-In
EVXNMGVA,QRU0DEJZ,Wedding,658,637,Cab,0,194,0,Family,73,0,Attending,269,1,10.41,Madurai,None,Morning,A,Not Checked-In
EVOPE7XJ,QR6XZOX1,Housewarming,1188,1262,Bike,0,569,1,Single,30,3,Not Attending,112,0,41.55,Salem,None,Morning,A,Not Checked-In
EVNGLUR8,QRD5F9IH,Baby Shower,381,357,Bike,1,118,1,Double,14,2,Not Attending,22,1,73.55,Salem,Bike,Afternoon,C,Not Checked-In
EVHX11XL,QRW03ZM7,Anniversary,1141,1209,Car,1,428,0,Family,74,0,Attending,273,1,72.11,Trichy,Car,Afternoon,C,Not Checked-In
EVZ5TUJ9,QRFPNSBI,Engagement,990,1035,Bike,0,347,0,Double,67,0,Maybe,289,0,73.12,Erode,Bike,Afternoon,C,Not Checked-In
EVBN8Q0O,QRV1BOCM,Anniversary,360,327,Bus,0,178,0,Double,132,2,Not Attending,74,1,69.91,Pondicherry,None,Morning,D,Not Checked-In
EVZBPIBK,QRXWUOPG,Engagement,305,378,Bus,0,122,0,Double,15,1,Attending,139,0,64.85,Hyderabad,Car,Afternoon,C,Not Checked-In
EVJ8MSS8,QR50G8JV,Engagement,329,291,Bus,1,134,1,Single,13,1,Not Attending,212,0,78.53,Tirunelveli,Car,Afternoon,A,Not Checked-In
EVNPAHT4,QR50M20R,Engagement,598,669,Bike,0,267,0,Family,95,1,Maybe,219,1,7.52,Erode,None,Afternoon,B,Not Checked-In
EVGJBI1R,QR80RUQ0,Engagement,560,536,Car,1,193,1,Double,29,2,Not Attending,44,1,27.34,Tirunelveli,Car,Morning,C,Not Checked-In
EVWHUT91,QR0DC1FZ,Birthday,307,384,Walk,1,126,0,,31,0,Maybe,45,0,16.88,Chennai,Car,Afternoon,A,Not Checked-In
EV3H12SM,QRN4RAP4,Engagement,617,706,Cab,0,217,1,Single,5,3,Maybe,128,1,27.84,Trichy,None,Afternoon,C,Not Checked-In
EV8KU0HY,QRYKN8TQ,Housewarming,855,884,Car,1,345,0,,40,0,Attending,226,0,52.02,Pondicherry,Car,Morning,A,Not Checked-In
EVSMI812,QR8C6KHW,Birthday,1097,1188,Car,0,474,0,Double,146,0,Not Attending,94,0,49.01,Madurai,Car,Afternoon,B,Not Checked-In
EV0MI661,QRG62UZL,Housewarming,933,957,Walk,1,362,1,Family,85,0,Not Attending,144,1,75.68,Trichy,Bike,Afternoon,C,Not Checked-In
EVR499AF,QRK380LN,Wedding,1041,1119,Bike,1,260,0,Single,38,2,Attending,81,0,13.63,Madurai,Bike,Evening,D,Not Checked-In
EVOT8O16,QRIXFI3V,Baby Shower,380,426,Bike,1,104,0,,90,1,Attending,43,1,5.56,Coimbatore,Car,Morning,C,Not Checked-In
EV2LL81U,QRFS4NIB,Housewarming,741,692,Car,1,216,1,Family,65,1,Not Attending,142,1,20.92,Coimbatore,Bike,Evening,A,Not Checked-In
EV89W5OX,QRCJZH2W,Engagement,836,898,Car,0,247,0,,135,0,Not Attending,168,0,53.75,Pondicherry,Bike,Morning,B,Not Checked-In
EVN4ZFTP,QRAWNJ7R,Birthday,670,634,Bus,1,319,1,Family,6,0,Maybe,204,1,71.62,Bangalore,Bike,Morning,A,Not Checked-In
EVC4K0WM,QRBT010G,Anniversary,719,776,Bus,0,242,0,Family,79,0,Maybe,242,1,23.07,Coimbatore,Car,Afternoon,A,Not Checked-In
EVVP8UOL,QRX8IHDE,Wedding,676,657,Car,1,229,0,Double,30,1,Attending,6,0,27.32,Bangalore,Bike,Evening,C,Not Checked-In
EV8B30V2,QRRI44RS,Engagement,771,796,Bike,1,240,1,Family,24,0,Maybe,65,0,47.16,Trichy,Car,Morning,B,Not Checked-In
EVLSJKCX,QRJUXFRD,Housewarming,1150,1127,Bike,1,390,1,Family,27,1,Not Attending,124,0,29.19,Pondicherry,None,Morning,B,Not Checked-In
EVNY1BYJ,QRGDVTU6,Baby Shower,362,412,Bike,0,155,1,Single,134,2,Attending,74,1,30.53,Pondicherry,Car,Evening,A,Not Checked-In
EV48413K,QROVMBRS,Housewarming,690,662,Bike,1,265,1,Family,53,1,Not Attending,199,1,8.87,Tirunelveli,Bike,Afternoon,B,Not Checked-In
EV9PEF53,QR2WVSYY,Birthday,382,465,Bike,0,114,0,,92,3,Attending,194,0,24.8,Erode,Car,Morning,B,Not Checked-In
EVT5EBF8,QREJ5CGC,Engagement,355,306,Cab,0,145,1,Double,42,0,Attending,217,1,30.48,Madurai,Bike,Morning,A,Not Checked-In
EVLACZA4,QRP49PFD,Engagement,953,1039,Cab,1,354,0,,148,3,Not Attending,246,1,9.02,Bangalore,None,Morning,D,Not Checked-In
EVRLBG6S,QRJ0VVCB,Wedding,549,593,Car,1,250,1,,54,3,Maybe,118,1,62.75,Hyderabad,Car,Evening,D,Not Checked-In
EV32P3Q9,QRI424OG,Baby Shower,589,687,Walk,0,262,0,Single,5,2,Not Attending,7,1,45.95,Hyderabad,Bike,Morning,D,Not Checked-In
EVDXGVNA,QRNYEJ22,Wedding,665,622,Bus,1,301,0,Family,26,0,Attending,183,1,66.47,Pondicherry,None,Afternoon,B,Not Checked-In
EVXYSP9N,QR770Q0I,Engagement,493,505,Walk,0,222,1,,127,2,Not Attending,191,1,26.2,Chennai,Car,Afternoon,D,Not Checked-In
EVOMWACL,QR20T32Z,Housewarming,380,336,Walk,0,140,0,Double,25,0,Not Attending,220,1,52.04,Pondicherry,Bike,Evening,B,Not Checked-In
EVSGSAO6,QR9TONWK,Baby Shower,417,371,Cab,1,129,1,Double,25,1,Attending,166,1,41.08,Tirunelveli,Car,Morning,C,Not Checked-In
EVFVAUHD,QRQ0ZHZ6,Housewarming,414,484,Car,0,140,1,Single,53,1,Maybe,177,1,9.36,Trichy,Car,Afternoon,A,Not Checked-In
EV0CRRGL,QROUPXR9,Baby Shower,477,472,Car,1,218,0,Family,62,2,Not Attending,21,0,10.94,Coimbatore,None,Afternoon,C,Not Checked-In
EV1U5DNT,QRK2FP9Q,Engagement,708,662,Bike,1,199,0,,18,0,Attending,20,0,49.05,Pondicherry,Bike,Evening,D,Not Checked-In
EV7ECC8L,QRUN1M8Y,Housewarming,1018,1097,Walk,0,393,0,Family,87,1,Not Attending,42,1,76.33,Tirunelveli,Bike,Afternoon,A,Not Checked-In
EV5CFKZX,QRTL96IW,Baby Shower,709,695,Bus,1,309,1,Double,49,3,Maybe,1,0,59.74,Hyderabad,None,Afternoon,D,Not Checked-In
EVOCZR1Y,QRWV5GIK,Baby Shower,928,963,Car,0,444,0,,124,1,Not Attending,174,1,47.21,Bangalore,Bike,Morning,A,Not Checked-In
EVDKMT3F,QR1BKEHD,Baby Shower,1059,1129,Cab,0,369,0,,19,3,Not Attending,76,0,38.56,Tirunelveli,Bike,Evening,C,Not Checked-In
EVY92MIX,QROX9LEC,Anniversary,760,752,Car,0,357,0,,143,3,Not Attending,151,0,33.53,Madurai,Bike,Evening,B,Not Checked-In
EVU8I65J,QR3RIIRC,Birthday,1110,1141,Cab,0,399,1,,56,1,Not Attending,63,0,11.76,Tirunelveli,Bike,Afternoon,B,Not Checked-In
EV2DYGGT,QR3PY8LI,Engagement,748,739,Bus,0,270,0,,147,1,Attending,174,1,34.19,Trichy,Car,Morning,B,Not Checked-In
EVD0CCHA,QRTGXZ38,Wedding,652,736,Car,1,252,0,Family,143,2,Not Attending,208,1,41.75,Hyderabad,None,Evening,A,Not Checked-In
EVIIGT09,QRWP58TE,Baby Shower,1184,1166,Walk,1,400,0,Family,66,0,Not Attending,67,1,18.17,Salem,Bike,Morning,A,Not Checked-In
